Каталог|Стимуляторы;Стимулятор плодообразования Завязь универсальная;Стимулятор плодообразования Завязь универсальная;42;https://klubsadprof.ru/upload/iblock/db2/tlaxyftpnwwnqyhb1swxb0a3rgm6n2ob/stimulyator_plodoobrazovaniya_zavyazg_universalgnaya_45_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						""Завязь Универсальная"" относится к классу биопрепаратов природного происхождения. В состав препарата входят природные ростовые вещества, макро- и микроэлементы, необходимые для образования плодов.

Применение «Завязи Универсальная» стимулирует:
- плодообразование при неблагоприятных погодных условиях и отсутствия опыляющих насекомых;
- образование завязей и предотвращение их опадения;
- сокращение сроков созревания на 5-7 дней;
- повышение урожайности на 15-30%;

Особенно эффективно использование препарата ""Завязь Универсальная"" в условиях ранневесенних и поздневесенних заморозков, резких колебаний температуры, в условиях засухи, когда возникает опасность для цветков и формирующихся завязей.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор плодообразования Хэфк;Стимулятор плодообразования Хэфк;42;https://klubsadprof.ru/upload/iblock/6e1/5y1nwp15lwh4ykzvzklms7c26ujvkn7r/569.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Стимулятор плодообразования Хэфк – это эффективное средство, разрешенное для применения в ЛПХ. Рабочий раствор наносится на листья томатов и лука с помощью распылителя. Действующее вещество всасывается в ткани. Оно стимулирует рост плодов.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор плодообразования Скороспел;Стимулятор плодообразования Скороспел;126;https://klubsadprof.ru/upload/iblock/98d/xgbqc8pv8ty4z1inuv17ntltmoc6m8ad/568.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Стимулятор плодообразования Скороспел — жидкий препарат со сбалансированной формулой. Используется для внекорневой подкормки. Активирует образование плодов, ускоряет и увеличивает урожай. Повышает иммунитет ягодных и плодоовощных культур.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор корнеобразования Корнерост;Стимулятор корнеобразования Корнерост;50;https://klubsadprof.ru/upload/iblock/6e6/enent85sorg50qtxi16ern9wlqiymefi/stimulyator_korneobrazovaniya_kornerost_54_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Препарат Корнерост незаменим при пересадке саженцев и рассады, укоренении черенков. В состав препарата входит действующее вещество индолил-масляная кислота, в концентрации 5 г/кг, а также янтарная кислота и хитозан. Янтарная кислота усиливает развитие корневой системы, повышает усвоение микроэлементов, улучшает микрофлору почвы. Хитозан усиливает устойчивость растений при различных неблагоприятных внешних факторах.

Препарат действует против корневых гнилей, работает как индуктор иммунной системы.Предназначен для улучшения укоренения черенков семечковых, косточковых, ягодных, цитросовых и декоративных культур; для улучшения приживаемости растений при пересадках. Повышает иммунитета растений и устойчивости к внешней среде. Прост в использовании. Можно применять в сухом виде или сделать раствор для полива саженцев или замачивания черенков.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор плодообразования Завязь для томатов;Стимулятор плодообразования Завязь для томатов;67;https://klubsadprof.ru/upload/iblock/647/6d1v5d4d1a7l41kd5v9ggu2hb8yl51d1/stimulyator_plodoobrazovaniya_zavyazg_dlya_tomatov_72_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Препарат является универсальным стимулятором образования плодов, изготовленным исключительно на биологической основе. В состав средства входят природные ростовые компоненты, питающие ткани плода и усиливающие его рост. В основном это микро- и макроэлементы в сочетании с природным комплексом, состоящим из кислот. Натриевая гиббереллиновая кислота является основным действующим веществом препарата. Это натуральные природные соли, которые не несут никакого вреда растениям и не отражаются на пользе, качестве и вкусе помидор.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор иммунитета Оберегъ для цветочных культур;Стимулятор иммунитета Оберегъ для цветочных культур;50;https://klubsadprof.ru/upload/iblock/52a/7uo7788uova7slzrkbltgxwnnygy005j/557.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Стимулятор иммунитета Оберегъ для цветочных культур — природный активатор защитных сил растений. Благодаря воздействию арахидоновой кислоты повышает сопротивляемость бактериальной и грибковой инфекции, позволяет рассаде противостоять неблагоприятным природным условиям.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор плодообразования Завязь ягодная для клубники;Стимулятор плодообразования Завязь ягодная для клубники;50;https://klubsadprof.ru/upload/iblock/262/pzhfdsx4h7na69k3fpgplhng460hngk3/stimulyator_plodoobrazovaniya_zavyazg_yagodnaya_dlya_klubniki_54_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Стимулирует образование завязей. Ускоряет завязывание ягод, увеличивает их массу. Уменьшает осыпание завязей и ягод, способствует более раннему созреванию. Повышает урожайность и улучшает качество плодов. Применяется на клубнике, малине, смородине. Повышает устойчивость к заболеваниям и весенним заморозкам.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор корнеобразования Укоренитъ;Стимулятор корнеобразования Укоренитъ;25;https://klubsadprof.ru/upload/iblock/eae/xvonqyv96315vbrsfwuvpvzmc9xhwcde/561.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Назначение

Для черенкования, посадки саженцев, пересадки деревьев и кустарников.

Действие

стимулирует образование новых корней;
ускоряет рост и развитие мощной корневой системы с большим количеством корневых волосков;
предотвращает загнивание черенков или заражение поврежденных при пересадке корней саженцев;
обеспечивает лучшую приживаемость растений при черенковании, посадке саженцев, пересадке деревьев и кустарников за счет быстрого восстановления корневой системы.
Применение

Смоченные водой черенки встряхнуть и погрузить в препарат на глубину 1-1,5 см, затем сразу высадить в почву.

При посадке саженцев корневую систему замачивают в течение 6 часов в суспензии препарата: растворяют его в небольшом количестве кипящей воды и доводят водой до объема 10 л (норма расхода 1 г/л).

При пересадке культур - полив под корень однократно через 10 дней после высадки.

Расход раствора в зависимости от размера и возраста растения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор иммунитета Проросток;Стимулятор иммунитета Проросток;42;https://klubsadprof.ru/upload/iblock/f2c/p8o9mh2aud7anzftr0xb1qwzqtipifbu/559.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Стимулятор иммунитета Проросток — безопасное средство, предназначенное для обработки семян, клубней и луковиц перед посадкой. Активирует рост и развитие, повышает сопротивляемость болезням и негативным факторам окружающей среды. Одинаково хорошо действует на плодовоовощных и декоративных культурах.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Стимуляторы;Стимулятор плодообразования Завязь для капусты;Стимулятор плодообразования Завязь для капусты;50;https://klubsadprof.ru/upload/iblock/c81/xm8971p96x6gllia260bzodp44x6aj0i/564.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Для применения в открытом и защищенном грунте на капусте ранних и поздних сортов.
Стимулирует завязывание кочана;
ускоряет рост кочана, увеличивает его плотность, размер и вес;
улучшает качество продукции;
увеличивает ранний и общий урожай на 15-30%;
повышает устойчивость к заболеваниям и неблагоприятным погодным условиям.					</div>
<section class=""slider-info"">
</section>
</div>";
