Каталог|Саженцы колонновидных деревьев;Груша колоновидная Диалог;Груша колоновидная Диалог;292;https://klubsadprof.ru/upload/iblock/bc5/d8wisda35eu959lg8witi8e6t360gh70.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Этот сорт – хороший вариант для небольшого участка. Карликовая груша не займет много места, но будет радовать стабильным урожаем на протяжении длительного времени. Максимальная высота дерева – 2,5 м, крона пирамидальной формы, образована короткими боковыми отростками. Сорт неприхотливый, начинает плодоносить на 3-й год. Груши средних размеров (до 250 г), типичной формы, желто-зеленые с небольшим румянцем. У спелых плодов сочная, чуть плотная мякоть, десертный вкус, великолепный аромат. Фрукты универсального назначения, лежкие, хорошо реагируют на перевозку.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Сорт Диалог не требует специального ухода, а схема и условия посадки во многом схожи с другими колоновидными сортами культуры. Неокрепший саженец обязательно фиксируют у опоры и регулярно поливают (каждые 14 дней). Молодое растение нуждается в укрытии от мороза, ветра, и достаточном освещении. Во взрослом возрасте дереву нужен полив (раз в месяц), удобрения, прореживание кроны и обработка от вредителей.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Компактный размер дерева 
</li><li>Неприхотливость в выращивании 
</li><li>Отменные вкусовые данные 
</li><li>Хорошая лежкость груш</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Груша колоновидная Богатырь;Груша колоновидная Богатырь;292;https://klubsadprof.ru/upload/iblock/a64/tbm0eoz0gq0gdbpchqegeqi3kgq2h1ec/grusha_kolonovidnaya_bogatyr_1.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Богатырь – это колоновидный сорт, компактно растущий, уверенно морозостойкий. Его неприхотливость расширяет географию выращивания. Дерево вырастает до 3 м, образуя вместо раскидистых веток небольшие боковые ветви. Название сорта обусловлено размером плодов, вес которых достигает 300 г. Груши правильной формы, медово-желтого цвета, сочные и ароматные. Они десертного вкуса и назначения; лежкие, хорошо переносят перевозку. Урожайность достигает 8-14 кг с растения.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Для лучшей приживаемости используют саженцы с закрытой корневой системой. Оптимальное время для посадки – конец лета – середина осени. В большую посадочную яму следует внести смесь песка и перегноя в пропорциях 1:2. Весенняя посадка так же допустима, но почва должна быть хорошо прогрета.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Хорошая морозостойкость 
</li><li>Неприхотливость в уходе 
</li><li>Крупный размер плодов 
</li><li>Десертный вкус 
</li><li>Хорошая урожайность</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Груша колоновидная Найт Верт;Груша колоновидная Найт Верт;292;https://klubsadprof.ru/upload/iblock/8c3/1p3rs9uey17m90etx8pa6eiww87tzkja.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Карликовый, компактно растущий сорт колоновидной груши. Растение выдерживает понижение температуры до -32 градусов, что позволяет выращивать этот сорт во многих регионах. Популярность груши Найт Верт объясняется и ее декоративным внешним видом, который сохраняется весь сезон. Взрослое дерево вырастает до 2 м, формируя аккуратную пирамидальную крону. Облиственность умеренная, сорт самоплодный. Снимать урожай крупных (до 200 г) сочных плодов можно на 2-й год выращивания. Груши блестящие, желто-зеленые, сладкие и очень ароматные.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Лучший грунт для посадки этой груши – чернозем, оптимальное время – весна или осень. Молодой саженец нуждается в хорошем освещении, укрытии от мороза и грызунов, и фиксации к опорному колышку. В период активного роста растение поливают 2 раза в месяц. Уход включает санитарную обрезку, прореживание кроны, внесение удобрений. Защитить от вредителей и болезней поможет соответствующая обработка.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Хорошая морозостойкость 
</li><li>Декоративный внешний вид 
</li><li>Самоплодность 
</li><li>Крупный размер плодов</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Груша колоновидная Сапфира;Груша колоновидная Сапфира;292;https://klubsadprof.ru/upload/iblock/41e/kqp0st40whj21pmuug15cbxg3zubqfun/grusha-kolona-sapfira_800x800.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Сорт компактный, неприхотливый в уходе, морозостойкий (до -25 градусов). Деревья невысокие, с узкой кроной, вырастают до 2,5-3 м. Плоды правильной формы, сладкие, блестящие. Кожица окрашена в желто-зеленый, мякоть белоснежная (при полном созревании).					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Участок нужно подбирать исходя из глубины залегания грунтовых вод. Оптимальный интервал посадки – 100х100 см. Неокрепший саженец может погибнуть от сильного ветра, поэтому ему необходимо укрытие и достаточное количество солнечного света. У этого сорта стойкий иммунитет к болезням и вредителям, но соответствующая обработка все же рекомендована. Растение не нуждается в частом поливе (достаточно 2 раза в месяц), но требует внесения удобрений.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Компактность 
</li><li>Неприхотливость в уходе 
</li><li>Приятный десертный вкус 
</li><li>Высокое качество саженцев</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Груша колоновидная Павловская;Груша колоновидная Павловская;292;https://klubsadprof.ru/upload/iblock/1a9/bbuc4zj03g5udf48ceanlzeu7i7g7y89.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Груша этого сорта представляет собой компактно растущее дерево с кроной колоновидного типа. Она неприхотлива в уходе, хорошо переносит понижение температуры до -32 градусов. Растение достигает высоты в 2 м; ствол усыпан короткими скелетными ветвями, облиственность на высоком уровне. Плоды крупные (до 250 г), мясистые, правильной грушевидной формы. Кожица тонкая, окрашена в желто-зеленый.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Лунку для посадки увлажняют, вносят органические удобрения. Саженцы нужно размещать, соблюдая интервал 60/100 см. Грамотный уход за растением включает своевременный полив, санитарную обрезку, обработку от вредителей. Сорт самоплодный, плодовая зрелость – на второй год после высадки саженца. В среднем, урожайность достигает 6-10 кг с растения.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Неприхотливость в уходе 
</li><li>Высокая морозостойкость 
</li><li>Крупные плоды 
</li><li>Полное сортосоответсвие</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Яблоня колоновидная Патриот;Яблоня колоновидная Патриот;269;https://klubsadprof.ru/upload/iblock/75d/nouu6p11tumb9m5qdvfvie0gb0067guj.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Внешний вид</div>
<div class=""product-description-text"">Яблони сорта Патриот отличаются компактностью и небольшим размером. Максимальная высота дерева достигает 2,5 метра. Крона яблони округлая и изгибается вниз, она достаточно редкая, в обхвате достигает примерно 0,5 м.</div>
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Колоновидная яблоня, известная высокой урожайностью. Небольшая высота деревца (около 2 м) позволяет отнести сорт к категории полукарликовых. Патриот стабильно плодоносит, формируя на растении 7-8 кг яблок. Плоды крупные (200-240 г), гладкие, ярко-зеленого с румянцем цвета. Мякоть хрустящая, сладкая с кислинкой, очень сочная. Сбор плодов – с начала осени; они лежкие, хорошо переносят транспортировку.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Зимостойкий сорт (до -40 градусов), но прикорневую зону рекомендовано мульчировать. В открытый грунт высаживают однолетние саженцы со здоровой центральной почкой. Поскольку растение компактно, его можно высадить даже на небольшом участке, а основные силы деревца направлены на формирование качественного урожая. Иммунитет к болезням на высоком уровне.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Высокая зимостойкость 
</li><li>Отличные показатели урожайности 
</li><li>Крупный вес плодов 
</li><li>Хорошие вкусовые показатели</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Яблоня колоновидная Успешный;Яблоня колоновидная Успешный;269;https://klubsadprof.ru/upload/iblock/fc9/3gdbxlej62en2jugs9amfwdte67ydb9e.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Колоновидный сорт яблони миниатюрных размеров. Деревце невысокое, крона в диаметре не более 70 см, пирамидальная. Сорт среднеспелый, сбор яблок начинается в конце лета. Они сочные и ароматные, округлой формы, с нежной желто-малиновой кожицей и хрустящей мякотью. Средний вес плодов – до 120 г, общая продуктивность на хорошем уровне – до 20 кг с растения. Яблоки способны долго храниться, нормально реагируют на транспортировку.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Растение хорошо переносит понижение температуры, отличается прекрасным иммунитетом к типичным заболеваниям (парша, мучнистая роса и пр.). Декоративный внешний вид позволяет использовать деревце для украшения садового участка, а благодаря компактным размерам сорт Успешный высаживают даже на небольшой территории.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Высокая зимостойкость 
</li><li>Отличные показатели урожайности 
</li><li>Крупный вес плодов 
</li><li>Хорошие вкусовые показатели</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Яблоня колоновидная  Граф Юджин;Яблоня колоновидная  Граф Юджин;269;https://klubsadprof.ru/upload/iblock/09a/z5presgnhv7iyswk0vk1vc76nrk1z9ag.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Колоновидный сорт яблони миниатюрных размеров. Деревце невысокое, крона в диаметре не более 50 см, узкопирамидальная. Листвы среднее количество; листочки крупные, насыщенно-зеленого цвета, удлиненные и вогнутые. Яблоня плодоносит с 3-го года жизни и способна радовать урожаем на протяжении 15-17 лет. Плоды ярко-красные, гладкие и блестящие; они средних размеров, округлые и чуть сплюснутые. Мякоть светлых оттенков, слабозернистая, нежного десертного вкуса с небольшой кислинкой. Плоды лежкие и транспортабельные.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Сорт позднеспелый, сбор урожая начинается в середине осени. Растение хорошо переносит понижение температуры, отличается прекрасным иммунитетом к типичным заболеваниям (парша, мучнистая роса и пр.). Декоративный внешний вид позволяет использовать деревце для украшения садового участка, а благодаря компактным размерам «Граф Юджин» высаживают даже на небольшой территории.						</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Яблоня колоновидная Болеро;Яблоня колоновидная Болеро;269;https://klubsadprof.ru/upload/iblock/e25/sga21v41ywxquskkju2lj3k67y4re28r.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Внешний вид</div>
<div class=""product-description-text"">Данный сорт яблони - колоновидное дерево, относится к поздним сортам. Этот сорт вырастает лишь 50 см в ширину, 2 м в высоту. Не дают сильных боковых побегов, что позволяет получить неплохой урожай яблок на очень узком пространстве.</div>
<div class=""product-description-title"">Посадочный материал</div>
<div class=""product-description-text"">Саженец</div>
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Позднеспелый сорт колоновидной яблони. Дерево вырастает до 2-х м, формирует крупные яблоки (средний вес – 200 г). Плоды зеленые, с небольшим мягким румянцем. Яблоки шаровидной формы, кисло-сладкие, с восковым налетом на поверхности. Мякоть белая, плотной структуры, сочная. Вкусовые характеристики плодов на высоком уровне. Сорт высокоурожайный, с растения можно собрать более 40 кг плодов.					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Время для посадки саженца – ранняя весна или середина осени. Участок должен быть освещен и укрыт от порывистого ветра. Сорт морозостойкий, выдерживает понижение температуры до -34 градусов. Отличительная особенность – скороплодность. Первый урожай можно получить уже через 1-2 года после переноса саженца в грунт. Спустя 4-5 лет продуктивность составит 12-15 кг с растения. Декоративный внешний вид яблони позволяет высаживать ее не только в плодовых целях, но в качестве украшения садового участка.						</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
<ul><li>Скороплодность 
</li><li>Крупный размер яблок 
</li><li>Отменный вкус плодов 
</li><li>Высокая урожайность</li></ul> </div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы колонновидных деревьев;Яблоня колоновидная Зеленое сладкое;Яблоня колоновидная Зеленое сладкое;269;https://klubsadprof.ru/upload/iblock/dc8/ym2kfl5xxmnbbws4dior1b2xloyv5re6/YAblonya-kolonnovidnaya-Zelenoe-sladkoe.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Среднерослое компактно растущее дерево, в высоту достигает 2-2,2 м, в ширину - 20 см.					</div>
<div class=""product-description-faq"" data-toggle-cover="""" data-toggle-link="""">
<div class=""product-description-faq-title"">
<div class=""product-description-prop"">
<img alt="""" class=""icon"" src=""/local/templates/klubsadprof/img/sempl/productivity.svg""/>
								Урожайность
							</div>
<svg class=""icon product-description-faq-arrow"">
<use xlink:href=""/local/templates/klubsadprof/img/icons.svg#navigate-up""></use></svg>
</div>
<div class=""product-description-faq-content product-description-text"" data-toggle-content="""" data-toggle-height=""true"" data-toggle-static=""true"">
</div>
</div>
<div class=""product-description-faq"" data-toggle-cover="""" data-toggle-link="""">
<div class=""product-description-faq-title"">
<div class=""product-description-prop"">
<img alt="""" class=""icon"" src=""/local/templates/klubsadprof/img/sempl/fruits.svg""/>
								Плоды
							</div>
<svg class=""icon product-description-faq-arrow"">
<use xlink:href=""/local/templates/klubsadprof/img/icons.svg#navigate-up""></use></svg>
</div>
<div class=""product-description-faq-content product-description-text"" data-toggle-content="""" data-toggle-height=""true"" data-toggle-static=""true"">
							Крупноплодный сорт. Яблоки окрашены в желто-зеленый с малиновым румянцем. Кожица плотная, но тонкая. Мякоть сочная, хрустящая, с медовым послевкусием.						</div>
</div>
<div class=""product-description-title"">Преимущества сорта</div>
<div class=""product-description-text"">
						Устойчив к садовым вредителям, болезням культуры, перепадам температуры. Хорошо реагирует на пересадку.					</div>
<section class=""slider-info"">
</section>
</div>";
